18
801 1713
243 795 504
819 176 406
607 575 194
575 526 451
222 766 315
102 398 333
898 741 720
403 620 183
557 68 826
685 945 114
590 804 374
304 919 659
36 394 489
908 154 192
448 945 347
630 398 619
606 240 869
410 699 693
129 418 617
49 797 792
971 9 475
877 670 633
605 661 194
600 270 519
301 314 901
967 808 172
153 863 244
272 21 561
118 622 147
519 28 388
260 145 442
890 514 139
845 726 670
494 925 869
694 818 663
564 464 792
695 64 80
313 64 233
702 860 143
317 591 32
193 202 982
321 641 265
264 61 9
543 390 545
87 604 593
937 846 772
406 646 438
506 274 468
826 682 660
386 937 832
322 86 913
637 82 987
165 365 707
77 879 313
800 263 476
898 418 866
89 726 538
727 387 305
382 754 16
905 380 634
157 211 290
960 768 82
630 208 847
314 211 89
174 265 888
925 159 713
917 770 1000
702 755 141
86 562 499
689 878 884
731 515 62
430 193 748
534 945 962
446 686 902
198 578 707
692 768 577
453 806 745
789 109 266
415 742 419
727 639 782
482 664 6
221 414 772
897 554 171
71 468 306
331 925 967
456 430 852
220 858 570
737 128 826
667 320 892
367 780 184
689 424 725
592 690 915
420 314 828
60 444 743
100 862 283
755 886 687
513 212 745
418 45 913
852 379 189
841 106 716
265 76 828
841 663 278
60 588 205
258 698 516
278 280 744
198 909 700
506 950 631
139 322 401
525 947 369
380 944 196
869 554 839
430 276 199
747 501 920
659 359 367
368 684 348
895 639 847
270 832 700
54 866 5
653 684 158
58 768 319
930 642 668
77 745 148
945 818 124
95 938 628
410 304 961
392 582 72
39 46 25
38 338 656
786 60 845
422 73 182
68 786 780
104 745 310
596 428 788
487 102 814
329 756 782
168 648 997
484 640 538
502 202 643
837 51 848
751 704 130
857 572 7
752 324 252
598 884 801
22 562 738
614 445 528
942 696 436
403 623 22
549 17 259
851 430 432
527 472 809
892 598 971
206 530 726
470 99 432
765 71 359
96 926 165
215 364 919
268 205 37
736 320 566
836 943 293
2 43 973
236 58 377
183 209 602
316 524 980
298 638 149
724 641 45
154 932 558
906 632 493
92 851 174
245 266 602
218 162 839
499 178 129
90 283 908
308 265 459
145 239 742
431 164 419
130 582 957
13 480 997
429 921 584
699 825 1
626 969 531
458 406 391
311 703 844
503 360 294
39 739 333
352 334 860
668 427 404
144 26 392
411 576 808
537 807 190
520 632 204
180 655 352
710 434 235
945 478 457
51 831 902
122 441 745
774 419 825
712 76 739
384 856 777
314 267 568
964 17 647
594 805 192
4 326 430
454 441 25
172 744 817
395 487 641
833 600 852
883 773 769
357 174 72
843 43 182
309 898 999
778 318 586
866 311 317
516 784 930
772 420 96
14 566 821
311 300 508
323 814 263
507 826 506
66 384 900
787 692 465
181 393 990
890 13 651
727 227 555
392 396 367
555 282 795
210 142 127
337 196 992
185 278 80
803 51 350
294 334 630
419 214 768
212 415 952
700 487 371
678 55 380
892 115 676
723 164 620
592 158 762
901 261 103
963 855 150
377 257 409
386 441 57
314 687 501
24 90 77
881 810 367
18 639 187
867 488 779
839 808 312
157 615 694
611 534 313
355 796 481
617 314 666
281 585 841
558 712 7
503 595 440
77 63 675
266 598 551
223 826 906
857 881 895
805 743 739
936 250 968
396 514 11
954 673 319
327 131 973
586 551 389
835 514 862
544 887 925
557 889 191
885 914 25
35 385 371
429 931 616
486 279 135
858 873 567
953 247 379
626 217 75
423 812 203
184 960 648
230 293 714
90 363 46
833 188 327
455 882 928
542 950 304
443 562 167
900 597 692
734 276 135
800 256 407
963 509 117
514 448 590
79 505 996
218 396 196
10 850 551
612 706 782
333 792 501
417 552 186
251 700 699
47 530 171
453 696 980
691 247 899
303 530 993
214 750 93
239 11 737
490 393 991
736 390 105
10 680 692
823 17 935
511 248 984
969 361 640
450 244 297
967 308 719
691 380 816
604 13 145
459 809 149
862 870 289
782 831 597
534 316 394
724 191 287
130 108 244
945 412 951
773 241 545
340 89 60
404 951 856
397 390 377
413 871 104
606 797 666
549 449 882
272 378 925
861 304 719
204 463 319
603 314 265
271 610 497
84 705 746
607 537 690
495 243 576
450 15 315
425 845 550
257 712 414
738 211 460
787 897 644
501 862 881
121 524 96
222 277 323
442 140 502
599 574 950
828 1821
321 442 290
577 664 37
704 318 880
458 20 468
368 543 131
675 767 675
287 570 723
611 568 874
27 821 267
285 167 448
311 548 196
185 310 43
515 385 52
138 786 401
642 519 705
778 809 973
149 310 488
711 333 927
154 819 787
684 773 70
774 318 591
291 438 453
636 785 903
149 541 420
579 519 977
196 563 331
45 215 700
591 424 923
122 157 980
510 733 125
156 270 319
3 667 594
64 675 791
259 47 683
62 702 783
92 558 282
665 64 784
457 258 213
761 58 837
797 541 883
535 51 717
317 220 945
101 209 305
247 226 446
690 504 802
433 512 783
266 808 743
526 499 911
167 387 527
533 293 15
251 498 511
684 167 405
277 341 694
324 154 504
363 516 843
87 307 1
580 691 928
79 463 110
659 556 119
713 458 824
741 13 467
158 765 175
424 429 545
3 159 660
372 318 469
514 746 363
552 365 846
669 812 264
201 434 481
204 784 297
754 256 516
269 520 840
272 407 276
682 116 375
612 714 229
99 821 104
285 232 932
283 588 803
499 443 967
501 287 774
756 542 765
651 15 380
419 210 693
156 475 915
5 773 987
802 61 894
368 369 683
756 276 601
13 280 606
520 626 307
358 492 219
333 486 509
296 562 156
4 386 631
273 691 631
513 406 523
273 59 892
658 799 334
153 212 758
703 68 318
149 695 490
225 370 548
28 155 741
775 306 196
783 359 544
518 762 916
665 214 560
62 259 34
647 138 184
131 750 475
400 239 390
507 357 863
632 659 433
699 259 225
327 703 972
92 490 708
398 221 598
544 210 2
786 228 508
310 721 582
613 619 669
75 738 839
811 783 709
272 482 405
101 337 308
629 127 108
8 494 641
197 625 886
142 414 372
433 824 809
653 147 82
781 314 835
108 559 990
388 286 631
600 598 522
358 355 302
166 403 589
763 199 844
127 705 939
759 548 956
293 711 126
33 822 60
290 96 844
435 799 507
659 575 9
627 514 759
798 488 181
214 375 85
202 648 56
290 547 913
152 236 905
353 785 140
320 241 579
553 672 768
78 811 328
555 552 977
85 475 870
287 107 390
713 519 518
271 768 77
214 215 224
749 179 202
286 161 906
346 597 701
552 789 381
512 444 35
70 180 531
146 134 104
96 90 327
457 81 143
536 204 877
778 29 87
192 243 170
47 372 942
52 757 92
797 360 904
516 59 264
223 603 432
771 161 333
582 607 72
648 816 832
633 429 123
77 565 210
605 473 94
310 144 27
146 553 712
524 508 910
692 265 1000
542 32 579
97 122 666
566 618 455
325 49 344
290 628 896
135 156 3
607 463 840
368 41 99
279 510 115
750 172 53
608 445 283
623 329 756
78 530 331
605 766 752
113 654 835
451 647 169
761 132 935
9 554 204
381 523 128
597 36 541
548 35 768
90 122 480
682 827 30
283 649 383
647 786 704
535 320 756
551 607 718
357 460 462
31 154 355
510 670 553
631 434 75
248 556 925
60 36 138
82 192 893
68 441 165
665 240 819
307 700 580
40 99 962
39 373 640
764 169 145
209 72 739
283 151 299
318 553 545
647 610 855
314 112 571
304 194 448
27 153 397
553 327 528
390 79 171
440 250 852
786 701 710
334 358 600
681 356 951
245 126 542
213 322 825
249 565 76
717 496 539
219 419 617
278 507 750
819 6 170
810 356 60
635 227 617
46 680 478
104 243 986
672 103 723
396 205 754
718 497 359
597 465 579
678 341 722
330 209 63
405 404 467
528 583 6
700 20 389
604 549 948
192 392 130
375 21 892
743 285 902
639 238 317
6 34 3
124 365 76
610 155 887
208 564 944
286 524 591
9 353 913
152 654 739
12 314 480
815 801 753
257 672 523
58 236 689
593 705 539
424 513 832
368 241 548
336 4 150
746 432 74
366 600 971
733 119 855
332 409 394
721 22 464
280 359 224
690 665 607
555 335 325
592 766 749
789 329 265
586 463 900
102 52 866
49 395 420
31 535 579
13 552 717
242 54 814
230 678 487
173 134 635
359 688 334
714 133 213
659 182 999
628 325 552
582 615 163
238 215 633
507 373 904
158 531 838
635 574 902
687 230 700
796 571 594
194 127 147
711 291 524
631 102 668
422 449 678
735 453 636
55 71 145
112 125 738
42 480 751
79 614 308
818 29 117
64 191 376
410 91 424
709 556 153
302 80 25
499 673 840
215 231 327
750 373 889
118 786 519
534 265 339
601 689 953
582 650 886
607 788 871
785 691 882
28 542 981
6 696 72
384 597 470
553 406 572
779 16 775
605 494 637
688 697 66
210 617 783
125 657 849
521 512 689
125 316 951
817 786 26
572 146 180
97 737 560
263 561 531
735 386 976
591 321 243
153 778 427
299 660 349
34 407 842
723 17 271
791 218 893
127 275 711
623 41 210
239 224 318
16 41 893
268 83 981
72 33 151
612 719 137
178 21 689
511 668 799
821 480 136
655 26 430
748 14 75
43 337 298
824 539 8
234 818 298
600 736 352
142 212 151
687 746 928
630 612 417
67 9 129
559 198 247
763 706 848
161 15 952
578 499 576
385 543 257
666 287 186
792 438 914
738 299 698
568 121 706
539 144 366
812 366 650
457 48 761
118 576 542
286 392 874
302 767 90
728 143 69
22 387 939
81 793 784
116 637 558
218 646 146
160 820 885
613 26 296
608 592 500
385 30 820
284 146 139
514 402 242
248 815 858
281 235 406
532 302 448
115 813 491
113 240 438
74 295 817
480 811 823
106 335 763
97 355 10
532 541 739
110 176 774
297 412 274
75 743 573
387 346 193
232 736 488
571 705 105
598 612 662
72 737 798
105 750 470
785 112 843
256 670 485
343 353 492
171 673 756
427 502 959
718 621 195
430 61 780
18 674 475
473 362 205
668 156 563
408 511 301
69 391 114
526 239 57
754 504 169
485 180 646
483 189 663
404 201 600
405 705 476
677 316 666
761 506 479
449 434 880
368 700 988
232 177 982
591 318 47
139 154 107
569 806 947
765 13 239
744 86 366
783 197 221
503 571 217
35 477 619
259 351 995
297 268 838
382 380 811
708 133 315
82 300 115
168 255 639
481 245 898
657 278 414
449 735 570
396 593 319
259 260 65
738 570 851
471 359 387
177 668 510
682 50 332
2 33 17
177 460 828
754 23 718
512 766 449
294 93 220
784 547 669
89 59 969
423 579 556
609 250 393
613 531 645
297 277 206
482 444 310
824 242 719
554 412 691
751 365 822
320 34 886
81 491 738
356 69 276
220 634 604
354 304 970
47 210 426
518 731 522
486 335 437
621 502 327
501 658 223
454 513 618
188 752 595
598 35 5
604 348 468
581 456 521
396 818 145
412 419 118
671 482 112
395 582 348
698 176 587
174 8 124
259 274 244
658 624 337
363 55 268
241 589 186
550 697 521
270 71 902
387 93 722
636 11 385
729 208 826
2 455 709
515 135 223
342 233 589
288 139 65
123 691 903
342 662 18
736 13 979
382 531 435
55 778 672
539 266 290
191 487 627
119 394 721
463 753 671
478 732 879
250 781 394
623 642 218
343 639 510
445 224 672
616 696 250
96 488 884
438 283 314
218 462 352
286 101 958
149 580 57
736 695 268
297 685 129
382 600 666
397 561 925
44 372 914
727 229 235
675 782 893
807 595 146
165 208 34
440 739 104
380 765 927
224 189 928
204 719 656
746 225 474
721 804 989
637 462 561
432 180 198
345 271 816
229 60 10
200 176 250
290 260 597
273 83 684
763 224 210
671 709 696
586 66 610
419 217 522
281 782 945
577 173 860
683 60 372
150 807 523
487 666 500
550 2 47
310 466 104
319 250 664
755 827 418
300 458 169
186 689 426
116 265 323
678 824 487
191 679 289
235 73 808
817 253 336
110 466 702
342 752 34
756 16 754
638 705 916
456 404 599
108 90 174
623 245 301
740 121 79
149 330 890
66 733 800
494 242 857
563 283 333
49 695 86
574 381 265
44 553 715
141 805 48
647 646 365
443 179 435
386 441 555
419 658 530
673 373 85
165 733 845
51 254 965
219 552 585
236 677 24
779 171 244
552 687 341
332 21 138
675 189 443
203 638 888
722 449 143
173 637 741
512 265 221
542 418 786
789 231 284
486 36 524
321 203 660
568 678 552
200 640 459
68 273 934
131 234 541
182 596 770
434 51 890
238 258 81
765 591 236
188 285 433
535 625 294
737 354 751
637 474 682
444 750 329
556 123 525
598 308 377
65 814 983
303 463 555
33 191 745
219 652 853
157 821 121
792 621 84
303 318 249
822 464 942
301 710 525
333 421 872
712 528 453
706 554 491
295 414 765
455 559 199
624 79 394
491 235 616
623 548 765
420 557 358
472 538 538
432 251 979
635 674 465
545 204 52
345 429 488
565 639 350
769 533 895
430 371 234
787 141 892
663 27 854
638 240 539
551 676 604
801 554 562
238 129 192
716 286 253
21 86 922
536 111 617
802 656 71
91 100 730
82 286 370
39 432 926
428 718 785
293 253 188
637 67 200
586 627 300
804 301 78
713 720 230
802 312 725
458 561 3
230 10 179
17 454 189
137 105 694
571 111 693
18 645 894
817 242 217
150 58 806
317 566 408
421 348 224
210 713 194
497 743 514
640 107 124
53 424 301
661 295 165
349 450 752
505 657 571
789 21 944
631 422 364
767 60 885
126 20 706
564 83 460
126 626 983
753 672 769
566 442 177
439 813 867
137 448 221
3 419 183
287 775 456
270 416 415
772 223 415
138 379 61
635 145 147
697 542 732
277 501 156
263 801 128
790 488 726
688 643 360
809 199 864
731 162 530
128 375 829
215 431 903
487 466 983
178 521 977
228 190 170
370 571 958
551 118 801
248 561 880
645 264 16
158 674 237
430 28 730
644 784 178
262 224 884
194 698 678
372 374 486
458 503 988
297 737 503
112 72 708
174 304 804
640 719 217
633 575 813
622 291 920
438 390 818
465 728 581
65 365 883
282 64 584
97 804 334
332 764 890
317 422 265
424 807 299
745 346 267
325 233 116
429 62 174
168 599 492
625 5 75
220 40 80
748 497 519
80 701 317
680 569 534
164 383 91
771 301 512
731 71 858
597 498 826
433 438 262
370 437 471
761 449 917
252 265 797
441 105 677
817 107 98
47 822 214
377 681 440
339 74 963
680 326 802
104 579 894
598 249 512
278 70 997
260 704 111
83 749 568
618 394 313
741 331 225
378 511 41
112 38 70
425 178 402
770 547 517
509 789 505
764 134 244
499 367 440
567 722 688
693 332 278
812 593 372
90 196 565
410 245 889
200 498 227
364 213 11
144 34 491
335 400 756
458 241 137
608 405 22
579 27 525
257 597 628
738 542 334
610 750 394
610 602 784
759 247 808
367 804 790
670 34 38
617 138 207
440 568 569
604 794 432
749 55 449
799 97 660
407 341 161
560 700 433
621 779 423
459 126 644
780 231 317
138 436 769
340 444 777
169 244 958
4 649 1000
269 438 42
97 795 583
561 607 814
559 244 857
331 380 746
449 213 884
549 814 530
395 539 686
329 713 135
739 571 234
240 636 758
390 435 997
712 392 172
618 673 470
8 606 788
158 624 427
569 483 711
459 54 264
118 384 395
713 368 901
499 594 679
572 50 606
817 795 775
389 689 317
257 291 737
726 690 298
439 70 862
365 15 483
584 273 163
371 61 836
196 562 402
600 418 235
570 555 177
327 380 38
821 558 772
516 142 98
166 205 996
176 204 90
324 749 868
496 782 108
163 692 493
35 145 826
715 638 731
657 611 42
629 546 189
550 528 369
507 90 796
140 392 846
619 45 298
382 330 788
8 64 373
160 623 366
756 796 447
322 594 501
808 596 16
664 578 75
84 131 260
217 30 212
538 208 636
184 353 951
701 657 590
737 580 513
612 691 987
181 148 931
602 271 607
234 4 205
532 679 283
689 733 85
316 693 884
713 220 845
595 536 304
42 374 996
243 699 622
422 663 148
827 481 257
20 47 513
534 416 363
353 291 23
753 804 202
781 506 696
461 779 953
787 585 926
819 673 879
768 771 998
674 500 611
480 820 563
802 301 116
331 401 682
581 421 324
275 363 187
542 96 401
613 164 537
295 97 886
368 3 319
39 478 520
133 232 49
534 176 132
719 195 846
760 645 401
73 422 206
553 500 823
804 185 106
61 274 686
390 678 44
242 601 712
522 195 167
352 151 995
54 760 609
623 430 596
42 797 752
792 553 346
174 681 182
380 34 716
517 40 659
257 151 482
608 330 774
573 442 418
272 483 863
763 527 547
269 429 428
733 82 144
495 262 83
531 580 51
556 350 747
802 807 567
586 594 273
807 765 537
305 756 878
784 165 936
759 490 321
332 164 809
332 642 495
628 565 565
429 671 629
594 416 352
280 62 54
244 122 455
201 5 989
723 30 531
449 447 996
159 605 841
322 434 830
235 348 2
246 192 994
805 709 82
515 31 837
627 628 738
198 419 10
631 680 964
354 582 16
48 22 323
656 506 882
669 323 201
386 42 694
513 657 213
423 129 696
805 3 72
760 772 884
413 762 730
431 555 560
807 354 39
305 687 724
698 270 658
34 717 110
468 767 608
423 657 212
768 274 308
704 126 895
135 781 270
385 652 286
803 436 541
296 357 266
804 453 773
271 669 677
154 705 291
360 623 14
546 343 927
159 5 163
25 567 546
565 175 374
286 211 526
204 800 419
827 641 128
428 20 260
552 722 474
815 823 201
771 673 58
132 690 965
738 611 17
49 800 209
628 6 419
424 57 694
106 82 323
198 53 977
658 64 526
135 5 149
362 348 368
548 402 59
768 422 726
153 97 835
34 400 551
565 209 491
546 297 10
807 727 883
5 630 365
752 824 155
634 77 963
250 273 289
198 725 466
170 384 428
544 474 187
695 494 229
672 565 330
124 788 59
790 689 377
6 619 261
176 209 738
778 403 706
599 620 817
782 94 677
243 353 754
824 808 669
458 146 796
816 369 517
492 385 615
391 807 363
600 256 511
386 553 689
292 770 858
722 723 753
159 726 552
615 717 176
721 231 621
280 809 563
469 287 69
788 290 689
661 450 157
687 30 182
534 410 225
646 783 665
740 251 330
462 6 799
508 385 838
639 41 611
4 531 540
276 383 210
1 659 520
396 425 162
274 375 389
175 720 529
34 307 640
397 105 156
556 531 772
403 83 976
44 763 192
772 185 689
229 331 619
19 29 79
634 229 632
262 97 817
454 422 223
451 61 802
46 61 536
115 631 958
126 112 607
553 98 261
361 146 27
211 571 468
221 45 282
635 508 968
805 602 422
787 494 911
684 450 475
294 611 346
816 537 81
749 801 309
28 778 755
17 619 180
260 536 921
354 38 974
411 575 2
522 685 550
806 629 392
598 82 636
258 723 539
121 358 926
636 677 147
9 569 582
64 70 434
723 819 815
442 558 804
501 269 164
463 166 166
5 785 69
655 140 333
85 244 184
532 497 594
105 264 999
576 765 243
213 511 457
498 357 313
800 256 419
156 601 483
232 563 775
719 691 641
29 709 334
484 492 709
487 612 568
243 146 663
111 802 250
499 236 116
163 738 29
385 103 27
713 481 875
48 225 528
588 521 331
413 12 102
342 14 81
584 739 96
628 614 65
720 455 187
710 52 798
65 161 678
477 279 42
481 499 636
230 256 91
744 497 530
554 713 208
250 226 806
596 231 744
660 229 235
756 492 953
286 500 276
763 279 610
320 305 476
86 70 601
728 644 909
302 193 611
614 438 127
639 10 672
261 666 410
186 465 46
311 318 299
242 360 178
484 188 843
400 514 552
200 746 860
271 347 858
410 318 904
110 196 485
531 48 748
93 523 44
156 339 995
143 429 819
526 330 266
113 17 537
774 331 878
708 589 820
471 264 437
584 150 58
562 628 434
576 624 992
311 328 252
17 772 67
546 581 285
426 265 448
478 102 315
175 588 823
653 131 800
26 592 507
260 121 70
93 178 300
60 134 375
280 410 212
108 664 426
89 19 344
433 817 483
187 387 8
312 598 44
394 226 129
776 696 142
190 717 414
8 617 847
597 667 597
98 56 646
686 245 444
502 176 969
746 481 319
792 546 942
82 432 171
694 826 886
511 801 556
776 633 798
66 322 9
533 616 932
279 283 801
13 701 433
258 157 776
260 128 204
18 210 710
40 135 543
623 306 476
545 600 102
717 618 195
50 169 963
721 610 706
212 647 74
361 200 563
546 567 952
389 683 76
508 637 8
493 154 412
261 212 985
290 377 132
679 695 864
676 447 458
167 530 985
11 679 673
719 642 789
19 210 371
126 665 259
608 593 621
776 653 624
324 813 637
633 727 736
215 759 993
616 186 80
305 86 252
143 111 270
243 798 235
179 189 632
159 375 219
187 41 206
781 279 967
229 728 443
317 261 325
172 144 473
216 377 314
783 34 391
225 84 661
572 231 617
382 354 784
482 541 196
6 621 302
162 23 49
681 193 390
54 190 537
422 596 848
619 97 302
123 45 275
824 272 445
400 267 562
357 216 889
687 774 734
297 380 413
474 232 667
480 169 802
114 188 770
248 484 661
471 771 489
361 811 800
327 444 601
653 827 836
554 592 48
123 324 996
266 686 581
509 457 839
263 118 723
261 773 979
772 160 447
232 513 513
453 343 553
312 137 69
436 400 983
391 496 27
158 606 255
404 604 91
220 378 762
460 60 237
89 565 205
322 791 542
422 442 765
121 194 790
453 268 897
524 280 260
681 495 153
609 413 897
383 427 766
601 196 651
437 238 648
523 807 170
650 613 942
267 611 138
201 158 710
79 809 160
384 708 897
721 686 174
572 275 495
624 320 737
146 811 870
683 199 851
823 370 162
455 800 445
112 88 939
464 301 413
17 761 783
371 631 766
698 44 505
53 102 31
509 137 168
401 97 558
583 721 773
349 17 644
485 625 151
166 400 233
264 341 545
64 202 970
194 167 715
300 542 944
585 795 15
314 154 510
762 219 480
62 622 690
417 615 426
450 481 726
642 365 900
189 457 956
544 594 958
459 594 656
316 335 337
229 660 963
142 583 240
475 637 414
105 817 902
766 611 238
62 653 20
153 398 224
630 161 135
592 183 528
401 698 87
129 30 341
6 61 926
555 816 136
260 147 481
670 680 213
39 418 687
363 322 104
467 277 58
417 247 620
179 414 383
355 158 814
75 728 572
445 214 811
517 303 248
646 375 970
135 63 522
390 471 82
449 456 376
580 183 921
167 296 566
396 4 311
572 400 844
319 523 659
219 11 128
743 217 603
330 750 100
235 337 545
428 724 211
283 428 521
662 331 50
225 659 854
268 631 818
630 579 615
815 62 529
204 94 998
351 594 124
352 407 737
318 35 856
469 302 947
93 191 316
755 188 228
213 414 55
500 495 791
211 1 852
252 335 156
462 331 382
389 41 249
783 342 713
755 75 263
763 460 825
716 655 560
71 275 348
422 595 323
274 522 193
198 382 603
373 269 506
135 431 87
607 46 775
368 468 82
276 260 184
404 410 135
63 467 40
453 467 212
15 412 915
699 63 673
804 60 939
519 822 408
389 543 846
174 62 620
213 332 676
784 343 100
290 227 195
287 160 640
481 501 854
724 460 313
19 692 183
203 419 198
756 229 790
94 209 921
716 127 826
107 295 164
540 160 556
133 317 699
774 509 836
1 453 690
828 518 625
585 34 495
490 383 844
176 178 672
112 156 195
267 762 451
239 164 943
241 455 89
219 323 208
587 58 540
583 141 300
494 114 85
7 65 19
654 678 113
730 468 126
482 659 855
87 301 262
696 645 731
113 612 645
674 451 958
218 751 801
365 497 506
42 455 510
414 589 807
751 243 836
322 660 542
150 131 841
665 779 474
162 772 976
647 699 149
766 379 847
495 22 583
678 256 186
410 102 805
157 757 486
357 303 793
209 10 501
362 370 863
147 614 268
559 57 131
394 351 526
352 718 329
21 631 240
307 344 797
521 34 713
29 489 932
341 73 818
731 267 473
449 186 905
183 799 470
79 197 466
392 720 251
155 158 959
334 372 629
257 543 932
698 635 387
693 354 828
451 142 536
609 828 546
445 597 178
487 293 814
127 1 514
342 289 67
67 606 526
458 818 703
585 375 268
680 552 433
198 352 772
66 130 551
583 39 788
782 547 740
22 349 406
629 677 690
420 99 311
543 28 142
142 529 422
238 566 708
208 565 496
634 276 17
208 240 68
101 685 50
319 567 995
697 353 923
287 433 981
476 94 74
403 116 637
599 47 29
155 45 872
98 500 155
408 56 937
353 178 898
558 124 835
681 450 550
340 129 640
409 595 692
544 798 585
732 63 545
73 515 127
149 605 774
314 102 538
542 548 617
55 86 999
352 750 142
730 620 933
635 197 538
125 534 583
296 268 745
208 512 809
761 609 301
685 266 407
265 331 422
484 167 991
166 161 222
601 211 29
260 236 526
273 705 54
345 795 177
735 744 734
205 628 723
220 375 407
823 685 100
107 96 726
232 594 829
360 713 958
433 599 664
555 150 965
561 190 509
610 558 165
479 609 296
70 748 295
634 460 116
724 232 50
128 827 940
370 14 468
25 314 484
107 307 410
583 592 227
339 726 715
740 213 601
493 125 742
495 299 215
297 814 192
51 627 610
203 656 770
338 681 313
210 513 408
660 238 752
398 495 299
825 110 114
153 747 399
211 195 510
415 721 170
23 176 79
16 402 739
60 603 631
685 605 642
222 602 698
740 137 603
115 279 644
394 409 262
663 21 538
147 62 538
821 756 892
440 234 149
477 506 499
500 600 88
820 736 679
681 600 977
86 361 272
714 517 507
658 40 30
518 257 419
757 646 433
174 802 675
388 119 323
127 698 520
224 76 958
161 11 257
472 809 891
713 707 388
535 523 135
744 260 72
686 214 755
609 211 402
204 463 536
579 131 204
331 74 251
398 246 147
682 81 483
402 601 90
190 116 47
586 619 357
407 209 371
772 518 764
381 81 147
61 278 509
396 466 202
285 696 423
576 68 976
174 687 407
310 138 13
382 98 320
165 27 342
789 562 543
512 467 452
650 635 395
26 113 394
620 180 8
257 685 781
689 259 33
607 391 568
602 735 920
81 530 583
413 633 211
55 236 931
48 497 652
405 403 826
590 765 525
501 827 93
326 305 947
600 279 11
532 146 608
698 267 54
339 683 929
294 186 77
598 383 605
328 354 710
140 95 168
786 572 353
609 8 987
9 591 526
143 521 337
146 453 844
580 100 294
132 522 470
714 452 470
229 168 79
70 613 566
219 94 771
32 34 516
137 606 428
447 43 728
328 278 460
572 682 548
266 450 309
499 335 173
278 58 981
9 461 53
643 112 54
567 727 46
341 295 528
121 327 552
450 677 563
28 8 883
481 825 658
789 170 388
773 475 609
293 674 917
576 402 257
52 492 140
801 705 11
263 564 886
374 701 222
683 628 158
24 360 514
275 800 819
169 306 56
239 516 141
650 519 149
462 131 969
99 495 992
741 497 361
660 298 92
166 102 738
48 191 812
453 181 96
225 130 85
698 463 101
613 500 608
178 243 92
221 149 969
139 549 306
695 29 320
281 531 316
121 596 912
462 592 186
290 391 170
403 11 215
657 410 515
220 579 52
487 109 7
356 537 634
637 427 423
460 385 370
198 109 522
332 191 168
415 160 896
762 581 626
302 605 477
804 672 251
792 41 788
194 465 240
345 318 324
21 810 437
759 646 506
342 440 867
202 5 933
637 47 67
239 531 488
362 707 78
621 469 993
313 287 73
627 432 569
602 197 949
62 18 236
425 379 589
296 327 505
140 774 845
655 469 662
571 146 36
256 617 436
182 185 282
259 256 143
791 6 622
705 24 873
461 465 127
813 567 294
137 720 448
281 368 122
511 701 441
73 671 380
51 238 203
277 358 266
814 357 62
279 575 926
3 337 889
316 61 964
355 179 216
214 766 273
238 301 833
739 804 659
310 706 829
825 601 584
255 141 588
171 156 939
430 730 173
551 747 43
248 213 876
282 232 980
399 783 377
220 252 880
663 755 336
33 388 601
355 537 930
689 129 600
631 352 84
673 45 376
422 419 12
624 83 595
271 636 585
692 252 89
507 146 358
345 186 907
707 713 157
503 226 936
789 745 857
118 157 436
446 144 136
82 802 500
29 425 143
420 670 687
196 445 60
329 532 804
271 114 946
228 390 632
128 629 754
21 382 983
557 520 145
219 354 95
251 272 724
287 13 467
954 1786
80 793 594
821 706 938
416 551 186
424 153 516
192 764 489
499 864 72
736 6 804
136 407 460
320 799 747
236 261 51
830 880 888
805 433 373
309 180 374
361 309 543
518 632 421
544 587 304
766 294 452
37 264 208
932 867 953
768 140 360
122 294 120
807 716 238
385 506 316
146 541 276
656 657 991
14 417 876
521 445 903
499 691 713
390 165 467
483 617 492
901 735 821
243 651 670
72 517 352
265 913 778
934 406 507
782 290 280
559 954 779
950 231 324
727 732 26
283 372 398
237 158 617
844 313 740
814 452 669
157 197 879
887 142 975
790 672 942
267 678 829
14 885 667
167 883 447
34 600 482
86 673 905
154 683 406
560 897 209
227 83 309
101 448 815
924 153 248
286 48 208
482 865 746
930 773 808
326 155 368
474 712 458
89 225 77
27 527 618
427 11 673
268 506 929
70 691 196
870 943 348
350 921 74
546 494 596
865 533 58
689 925 272
110 869 389
534 320 120
457 379 207
456 281 785
868 194 728
106 860 365
400 598 431
874 454 463
19 638 16
814 484 365
470 230 466
601 105 826
588 521 470
443 139 229
603 747 730
358 848 603
213 120 849
536 714 913
236 90 386
81 883 253
708 894 799
132 624 206
655 944 518
280 493 6
486 57 959
838 867 19
195 61 923
615 43 128
193 841 790
578 98 287
409 431 785
187 598 489
562 677 516
808 500 86
196 217 563
748 397 981
77 890 421
67 868 44
241 322 517
235 489 59
921 852 710
282 296 819
346 895 665
405 716 860
74 464 619
690 15 320
935 886 223
170 104 428
257 501 437
522 671 830
941 454 661
883 261 103
80 689 148
142 538 772
253 417 565
172 896 811
658 913 315
147 427 883
363 375 453
242 721 828
412 444 518
288 750 93
38 723 362
554 377 926
309 435 720
136 264 631
70 324 961
324 737 746
83 185 319
393 554 60
137 615 486
126 318 424
342 925 989
916 817 194
672 375 393
559 324 814
796 929 745
342 524 906
943 320 509
772 216 990
298 781 311
724 287 840
19 468 757
337 755 915
548 392 857
717 409 764
870 161 846
502 385 981
370 57 144
343 500 824
435 133 756
768 352 436
625 120 758
523 603 106
900 605 189
796 383 227
